"V1","V2","V3","V4","V5"
1,1380,1,1279.63,1275.50487245392
2,1380,2,1276.61,1275.603987749
3,1380,3,1275.17,1275.68534357346
4,1380,4,1273.05,1275.74985426175
5,1380,5,1272.53,1275.79843414833
6,1380,6,1272.36,1275.83199756767
7,1380,7,1274.92,1275.85145885421
8,1380,8,1275.77,1275.85773234243
9,1380,9,1276.67,1275.85173236678
10,1380,10,1277.54,1275.83437326172
11,1380,11,1278.07,1275.80656936171
12,1380,12,1278.31,1275.76923500121
13,1381,1,1277.79,1275.72328451467
14,1381,2,1277.09,1275.66963223656
15,1381,3,1274.95,1275.60919250134
16,1381,4,1273.37,1275.54287964347
17,1381,5,1272.29,1275.4716079974
18,1381,6,1272.75,1275.39629189759
19,1381,7,1273.92,1275.31784567852
20,1381,8,1275.19,1275.23718367462
21,1381,9,1275.3,1275.15522022037
22,1381,10,1276.04,1275.07286965022
23,1381,11,1276.51,1274.99104629863
24,1381,12,1277.21,1274.91066450006
25,1382,1,1277.15,1274.83263858898
26,1382,2,1275.98,1274.75788289983
27,1382,3,1274.52,1274.68731176709
28,1382,4,1273.42,1274.6218395252
29,1382,5,1272.35,1274.56238050863
30,1382,6,1272.82,1274.50984905184
31,1382,7,1273.86,1274.46515948929
32,1382,8,1274.29,1274.42922615543
33,1382,9,1275.23,1274.4027063068
34,1382,10,1275.97,1274.38522888822
35,1382,11,1276.66,1274.37616576657
36,1382,12,1277.11,1274.37488880873
37,1383,1,1275.73,1274.38076988161
38,1383,2,1275.46,1274.39318085207
39,1383,3,1273.96,1274.41149358703
40,1383,4,1273.29,1274.43507995335
41,1383,5,1271.84,1274.46331181793
42,1383,6,1272.16,1274.49556104766
43,1383,7,1273.79,1274.53119950942
44,1383,8,1274.18,1274.56959907011
45,1383,9,1275.14,1274.6101315966
46,1383,10,1275.87,1274.65216895579
47,1383,11,1276.64,1274.69508301457
48,1383,12,1277.16,1274.73824563982
49,1384,1,1277.11,1274.78102869843
50,1384,2,1275.77,1274.8228040573
51,1384,3,1274.17,1274.8629435833
52,1384,4,1272.09,1274.90081914332
53,1384,5,1271.89,1274.93580260426
54,1384,6,1271.79,1274.96726583299
55,1384,7,1273.39,1274.99458069642
56,1384,8,1274.22,1275.01711906142
57,1384,9,1275.03,1275.03425279489
58,1384,10,1275.27,1275.0453537637
59,1384,11,1276.32,1275.04979383476
60,1384,12,1276.29,1275.04694487495
61,1385,1,1276.12,1275.03617875115
62,1385,2,1275.13,1275.01686733025
63,1385,3,1273.59,1274.98838247914
64,1385,4,1271.5,1274.95009606472
65,1385,5,1270.96,1274.90159662608
66,1385,6,1270.73,1274.84333939129
67,1385,7,1272.79,1274.77599626059
68,1385,8,1273.59,1274.70023913426
69,1385,9,1274.99,1274.61673991256
70,1385,10,1275.69,1274.52617049576
71,1385,11,1275.97,1274.42920278413
72,1385,12,1276.97,1274.32650867793
73,1386,1,1277.17,1274.21876007743
74,1386,2,1277.84,1274.1066288829
75,1386,3,1276.29,1273.9907869946
76,1386,4,1272.69,1273.8719063128
77,1386,5,1272.12,1273.75065873777
78,1386,6,1272.99,1273.62771616977
79,1386,7,1273.94,1273.50375050907
80,1386,8,1274.32,1273.37943365593
81,1386,9,1274.94,1273.25543751063
82,1386,10,1275.79,1273.13243397342
83,1386,11,1276.49,1273.01109494459
84,1386,12,1276.94,1272.89209232438
85,1387,1,1276.17,1272.77609801308
86,1387,2,1274.04,1272.66378391094
87,1387,3,1271.14,1272.55582191823
88,1387,4,1268.85,1272.45288393522
89,1387,5,1268.89,1272.35564186218
90,1387,6,1268.89,1272.26476759937
