"V1","V2","V3","V4","V5"
1,1380,1,1294.56,1293.58012743588
2,1380,2,1294.27,1293.6668747132
3,1380,3,1294.04,1293.75163412511
4,1380,4,1293.76,1293.83440694364
5,1380,5,1293.73,1293.91519444087
6,1380,6,1293.58,1293.99399788883
7,1380,7,1293.49,1294.07081855958
8,1380,8,1293.39,1294.14565772518
9,1380,9,1293.36,1294.21851665767
10,1380,10,1293.38,1294.2893966291
11,1380,11,1293.53,1294.35829891154
12,1380,12,1293.6,1294.42522477703
13,1381,1,1294.25,1294.49017549762
14,1381,2,1295.4,1294.55315234537
15,1381,3,1295.76,1294.61415659233
16,1381,4,1295.54,1294.67318951055
17,1381,5,1295.37,1294.73025237208
18,1381,6,1295.11,1294.78534644898
19,1381,7,1295.14,1294.8384730133
20,1381,8,1294.79,1294.88963333708
21,1381,9,1294.4,1294.93882869239
22,1381,10,1293.7,1294.98606035127
23,1381,11,1294.4,1295.03132958578
24,1381,12,1294.69,1295.07463766798
25,1382,1,1295.54,1295.1159858699
26,1382,2,1296.12,1295.1553754636
27,1382,3,1296.62,1295.19280772115
28,1382,4,1296.27,1295.22828391458
29,1382,5,1295.88,1295.26180531595
30,1382,6,1295.57,1295.29337319731
31,1382,7,1295.52,1295.32298883072
32,1382,8,1295.29,1295.35065348823
33,1382,9,1295.17,1295.37636991602
34,1382,10,1295.12,1295.40014675676
35,1382,11,1295.17,1295.42199412729
36,1382,12,1295.3,1295.44192214441
37,1383,1,1295.52,1295.45994092494
38,1383,2,1296.21,1295.47606058569
39,1383,3,1296.42,1295.49029124347
40,1383,4,1296.12,1295.5026430151
41,1383,5,1295.63,1295.51312601739
42,1383,6,1295.34,1295.52175036717
43,1383,7,1295.12,1295.52852618123
44,1383,8,1294.94,1295.5334635764
45,1383,9,1294.84,1295.53657266949
46,1383,10,1294.79,1295.53786357731
47,1383,11,1294.7,1295.53734641668
48,1383,12,1294.85,1295.53503130441
49,1384,1,1295.3,1295.53092835732
50,1384,2,1296.07,1295.52504769222
51,1384,3,1296.19,1295.51739942593
52,1384,4,1295.62,1295.50799367525
53,1384,5,1295.35,1295.49684055701
54,1384,6,1295.12,1295.48395018801
55,1384,7,1294.82,1295.46933268508
56,1384,8,1294.6,1295.45299816502
57,1384,9,1294.64,1295.43495674465
58,1384,10,1294.75,1295.41521854078
59,1384,11,1294.7,1295.39379367023
60,1384,12,1294.92,1295.37069224982
61,1385,1,1295.22,1295.34592439635
62,1385,2,1295.52,1295.31950022664
63,1385,3,1295.97,1295.2914298575
64,1385,4,1295.74,1295.26172340575
65,1385,5,1295.28,1295.23041895093
66,1385,6,1295.02,1295.19766642344
67,1385,7,1294.99,1295.1636437164
68,1385,8,1294.89,1295.12852872295
69,1385,9,1294.86,1295.09249933622
70,1385,10,1294.47,1295.05573344933
71,1385,11,1295.1,1295.01840895542
72,1385,12,1294.68,1294.9807037476
73,1386,1,1294.97,1294.94279571901
74,1386,2,1295.98,1294.90486276278
75,1386,3,1296.41,1294.86708277203
76,1386,4,1296.02,1294.82963363989
77,1386,5,1295.65,1294.79269325949
78,1386,6,1295.45,1294.75643952396
79,1386,7,1295.25,1294.72105032643
80,1386,8,1295.07,1294.68670356002
81,1386,9,1294.87,1294.65357711787
82,1386,10,1294.43,1294.6218488931
83,1386,11,1295.12,1294.59169677883
84,1386,12,1294.11,1294.56329866821
85,1387,1,1295.27,1294.53683245435
86,1387,2,1295.25,1294.51247603038
87,1387,3,1294.47,1294.49040728943
88,1387,4,1293.26,1294.47080412464
89,1387,5,1294.2,1294.45384442912
90,1387,6,1294.22,1294.43970609601
91,1387,7,1293.16,1294.42856701843
92,1387,8,1294.32,1294.42060508952
93,1387,9,1294.54,1294.41599820239
94,1387,10,1295.02,1294.41492425019
95,1387,11,1294.52,1294.41756112603
96,1387,12,1294.57,1294.42408672305
97,1388,1,1294.95,1294.43460707142
98,1388,2,1294.85,1294.44894074956
99,1388,3,1294.64,1294.46683447292
100,1388,4,1294.42,1294.48803495696
