"V1","V2","V3","V4","V5"
1,1380,1,1319.33,1317.50742344396
2,1380,2,1318.27,1317.60012294274
3,1380,3,1316.75,1317.69003848548
4,1380,4,1316.49,1317.77726667016
5,1380,5,1316.32,1317.86190409475
6,1380,6,1317.22,1317.94404735726
7,1380,7,1317.46,1318.02379305566
8,1380,8,1317.68,1318.10123778794
9,1380,9,1318.43,1318.17647815208
10,1380,10,1319,1318.24961074606
11,1380,11,1319.45,1318.32073216788
12,1380,12,1319.23,1318.38993901551
13,1381,1,1319.91,1318.45732788694
14,1381,2,1319.79,1318.52299538016
15,1381,3,1318.65,1318.58703809314
16,1381,4,1318.41,1318.64955262388
17,1381,5,1317.74,1318.71063557036
18,1381,6,1317.83,1318.77038353055
19,1381,7,1317.81,1318.82889310246
20,1381,8,1317.84,1318.88626088406
21,1381,9,1318.84,1318.94258347333
22,1381,10,1319.27,1318.99795746826
23,1381,11,1319.58,1319.05247946684
24,1381,12,1319.96,1319.10624606705
25,1382,1,1320.29,1319.15935386687
26,1382,2,1319.41,1319.21189946429
27,1382,3,1319.89,1319.26397945729
28,1382,4,1319.94,1319.31569044386
29,1382,5,1318.64,1319.36712902198
30,1382,6,1318.5,1319.41839178964
31,1382,7,1317.88,1319.46957534482
32,1382,8,1317.73,1319.5207762855
33,1382,9,1319.32,1319.57205841242
34,1382,10,1319.82,1319.6233543373
35,1382,11,1320.22,1319.67456387461
36,1382,12,1320.4,1319.72558683881
37,1383,1,1320.46,1319.77632304437
38,1383,2,1320.77,1319.82667230577
39,1383,3,1320.54,1319.87653443746
40,1383,4,1320.01,1319.92580925392
41,1383,5,1319.28,1319.97439656962
42,1383,6,1319.44,1320.02219619903
43,1383,7,1319.74,1320.0691079566
44,1383,8,1318.49,1320.11503165682
45,1383,9,1319.82,1320.15986711415
46,1383,10,1320.57,1320.20351414305
47,1383,11,1320.91,1320.245872558
48,1383,12,1321.15,1320.28684217346
49,1384,1,1321.49,1320.32632280391
50,1384,2,1321.43,1320.36421426381
51,1384,3,1321.3,1320.40041636762
52,1384,4,1320.37,1320.43482892983
53,1384,5,1319.96,1320.46735176489
54,1384,6,1319.73,1320.49788468727
55,1384,7,1319.44,1320.52632751145
56,1384,8,1319.36,1320.55258005188
57,1384,9,1320.19,1320.57654212305
58,1384,10,1321.02,1320.59811353941
59,1384,11,1321.4,1320.61719411543
60,1384,12,1321.34,1320.63368366559
61,1385,1,1321.54,1320.64748200436
62,1385,2,1321.39,1320.65848894619
63,1385,3,1320.49,1320.66660430556
64,1385,4,1319.98,1320.67172789694
65,1385,5,1319.64,1320.67380037522
66,1385,6,1319.52,1320.67292575701
67,1385,7,1319.61,1320.66924889935
68,1385,8,1320.12,1320.66291465928
69,1385,9,1320.64,1320.65406789383
70,1385,10,1320.57,1320.64285346005
71,1385,11,1321.07,1320.62941621496
72,1385,12,1321.46,1320.6139010156
73,1386,1,1321.96,1320.59645271902
74,1386,2,1321.82,1320.57721618225
75,1386,3,1321.01,1320.55633626233
76,1386,4,1320.56,1320.53395781629
77,1386,5,1319.67,1320.51022570117
78,1386,6,1319.91,1320.48528477401
79,1386,7,1319.99,1320.45927989185
80,1386,8,1319.64,1320.43235591172
81,1386,9,1320.61,1320.40465769066
82,1386,10,1320.54,1320.37633008571
83,1386,11,1321.23,1320.3475179539
84,1386,12,1321.49,1320.31836615227
85,1387,1,1321.37,1320.28901953787
86,1387,2,1320.96,1320.25962296771
87,1387,3,1319.44,1320.23032129886
88,1387,4,1319.09,1320.20125938833
89,1387,5,1318.86,1320.17258209317
90,1387,6,1318.93,1320.14443427042
91,1387,7,1319.41,1320.11696077711
92,1387,8,1319.56,1320.09030647027
93,1387,9,1320.17,1320.06461620696
94,1387,10,1320.47,1320.0400348442
95,1387,11,1320.72,1320.01670723903
96,1387,12,1320.69,1319.99477824849
97,1388,1,1320.89,1319.97435688396
98,1388,2,1320.99,1319.95540877421
99,1388,3,1319.34,1319.93786370237
100,1388,4,1319.69,1319.92165145154
101,1388,5,1319.38,1319.90670180486
102,1388,6,1319.13,1319.89294454543
103,1388,7,1318.57,1319.88030945638
104,1388,8,1319.39,1319.86872632081
105,1388,9,1319.82,1319.85812492187
106,1388,10,1320.24,1319.84843504265
107,1388,11,1320.54,1319.83958646627
108,1388,12,1320.82,1319.83150897587
109,1389,1,1320.13,1319.82413235455
110,1389,2,1321.31,1319.81738638543
111,1389,3,1320.06,1319.81120085163
112,1389,4,1319.67,1319.80550553627
113,1389,5,1319.19,1319.80023022247
114,1389,6,1319.03,1319.79530469334
115,1389,7,1319.05,1319.79065873201
116,1389,8,1319.04,1319.78622212159
