"V1","V2","V3","V4","V5"
1,1380,1,1279.53,1278.93866079805
2,1380,2,1279.46,1279.02827895863
3,1380,3,1279.05,1279.10004844724
4,1380,4,1278.12,1279.15504893034
5,1380,5,1278.02,1279.19436007437
6,1380,6,1278.36,1279.21906154577
7,1380,7,1279.19,1279.23023301099
8,1380,8,1279.58,1279.22895413647
9,1380,9,1280.01,1279.21630458866
10,1380,10,1280.44,1279.19336403399
11,1380,11,1280.71,1279.16121213892
12,1380,12,1280.88,1279.1209285699
13,1381,1,1280.32,1279.07359299335
14,1381,2,1280,1279.02028507574
15,1381,3,1278.53,1278.9620844835
16,1381,4,1275.47,1278.90007088307
17,1381,5,1275.19,1278.83532394091
18,1381,6,1276.14,1278.76892332346
19,1381,7,1277.7,1278.70194869716
20,1381,8,1277.3,1278.63547972845
21,1381,9,1278.82,1278.57059608379
22,1381,10,1279.17,1278.50837742961
23,1381,11,1279.38,1278.44990343237
24,1381,12,1279.74,1278.39625375849
25,1382,1,1279.98,1278.34850807444
26,1382,2,1278.83,1278.30774604665
27,1382,3,1279.42,1278.27504734157
28,1382,4,1279.85,1278.25149162564
29,1382,5,1277.33,1278.23815856531
30,1382,6,1277.43,1278.23612782703
31,1382,7,1278.67,1278.24647907723
32,1382,8,1278.67,1278.27029198236
33,1382,9,1279.66,1278.3083013028
34,1382,10,1280.08,1278.35986217464
35,1382,11,1280.3,1278.42398482792
36,1382,12,1280.5,1278.49967949267
37,1383,1,1276.83,1278.58595639891
38,1383,2,1279.25,1278.68182577668
39,1383,3,1276.9,1278.78629785601
40,1383,4,1277.68,1278.89838286693
41,1383,5,1277.2,1279.01709103946
42,1383,6,1277.68,1279.14143260364
43,1383,7,1279.06,1279.27041778951
44,1383,8,1278.98,1279.40305682707
45,1383,9,1280.01,1279.53835994638
46,1383,10,1280.38,1279.67533737746
47,1383,11,1280.72,1279.81299935033
48,1383,12,1280.98,1279.95035609504
49,1384,1,1281.18,1280.0864178416
50,1384,2,1281.38,1280.22019482006
51,1384,3,1279.18,1280.35069726043
52,1384,4,1280.68,1280.47693539276
53,1384,5,1278.81,1280.59791944706
54,1384,6,1280.43,1280.71265965338
55,1384,7,1280.43,1280.82016624174
56,1384,8,1280.1,1280.91944944216
57,1384,9,1280.76,1281.00951948469
58,1384,10,1280.91,1281.08938659935
59,1384,11,1281.16,1281.15806101618
60,1384,12,1281.55,1281.21455296519
61,1385,1,1280.04,1281.25787267643
62,1385,2,1280.86,1281.28703037992
63,1385,3,1280.1,1281.30103630569
64,1385,4,1279.93,1281.29890068378
65,1385,5,1279,1281.27998331008
66,1385,6,1279.58,1281.245042244
67,1385,7,1279.84,1281.19518511082
68,1385,8,1280.18,1281.13151953581
69,1385,9,1280.55,1281.05515314425
70,1385,10,1281.08,1280.96719356142
71,1385,11,1281.3,1280.86874841259
72,1385,12,1280.88,1280.76092532304
73,1386,1,1281.75,1280.64483191804
74,1386,2,1281.45,1280.52157582287
75,1386,3,1282.46,1280.39226466282
76,1386,4,1281.75,1280.25800606314
77,1386,5,1281.38,1280.11990764913
78,1386,6,1281.18,1279.97907704606
79,1386,7,1280.56,1279.8366218792
80,1386,8,1279.98,1279.69364977383
81,1386,9,1280.53,1279.55126835523
82,1386,10,1281.18,1279.41058524867
83,1386,11,1281.82,1279.27270807944
84,1386,12,1282,1279.1387444728
85,1387,1,1282.15,1279.00980205403
86,1387,2,1278.36,1278.88698844841
87,1387,3,1278.73,1278.77141128122
88,1387,4,1277.02,1278.66417817774
89,1387,5,1277.38,1278.56639676323
90,1387,6,1277.06,1278.47917466298
91,1387,7,1277.31,1278.40361950226
92,1387,8,1277.88,1278.34083890635
93,1387,9,1278.61,1278.29194050052
94,1387,10,1279.03,1278.25803191006
95,1387,11,1279.44,1278.24022076024
96,1387,12,1279.68,1278.23961467633
97,1388,1,1278.66,1278.25695677194
98,1388,2,1277.26,1278.29153211398
99,1388,3,1276.61,1278.34226125771
100,1388,4,1277.16,1278.40806475837
101,1388,5,1277.03,1278.48786317119
102,1388,6,1277.13,1278.58057705143
103,1388,7,1277.26,1278.68512695433
104,1388,8,1277.62,1278.80043343513
105,1388,9,1281.23,1278.92541704908
106,1388,10,1278.51,1279.05899835143
107,1388,11,1278.93,1279.20009789742
108,1388,12,1279.21,1279.34763624228
109,1389,1,1279.38,1279.50053394128
110,1389,2,1279.63,1279.65771154965
111,1389,3,1279.58,1279.81808962264
112,1389,4,1279.95,1279.98058871549
113,1389,5,1280.12,1280.14412938345
114,1389,6,1280.05,1280.30763218176
115,1389,7,1280.25,1280.47001766567
116,1389,8,1280.41,1280.63020639042
117,1389,9,1278.62,1280.78711891125
118,1389,10,1280.76,1280.93967578341
119,1389,11,1280.96,1281.08679756215
120,1389,12,1281.14,1281.22740480272
121,1390,1,1280.96,1281.36041806034
122,1390,2,1281.12,1281.48475789028
123,1390,3,1281.09,1281.59934484777
124,1390,4,1281.43,1281.70309948806
125,1390,5,1281.76,1281.79494236639
126,1390,6,1281.8,1281.87379403801
127,1390,7,1281.68,1281.93857505817
128,1390,8,1281.88,1281.9882059821
129,1390,9,1282.98,1282.02189705155
130,1390,10,1282.16,1282.04001725421
131,1390,11,1282.31,1282.04322526426
132,1390,12,1282.49,1282.0321797559
133,1391,1,1282.58,1282.00753940331
134,1391,2,1282.54,1281.96996288068
135,1391,3,1282.51,1281.9201088622
