"V1","V2","V3","V4","V5"
1,1380,1,1672.1,1665.20341589526
2,1380,2,1670.52,1665.21684122805
3,1380,3,1663.76,1665.2504069296
4,1380,4,1658.56,1665.30300242117
5,1380,5,1658.3,1665.37351712398
6,1380,6,1656.9,1665.46084045926
7,1380,7,1663.76,1665.56386184826
8,1380,8,1666.41,1665.6814707122
9,1380,9,1667.42,1665.81255647233
10,1380,10,1669.87,1665.95600854988
11,1380,11,1670.12,1666.11071636609
12,1380,12,1670.9,1666.27556934218
13,1381,1,1670.16,1666.4494568994
14,1381,2,1670.68,1666.63126845898
15,1381,3,1670.49,1666.81989344216
16,1381,4,1658.6,1667.01422127017
17,1381,5,1664.45,1667.21314136425
18,1381,6,1659.6,1667.41554314563
19,1381,7,1666.75,1667.62031603555
20,1381,8,1667.96,1667.82634945524
21,1381,9,1668.6,1668.03253282594
22,1381,10,1670.33,1668.23775556889
23,1381,11,1670.6,1668.44090710531
24,1381,12,1671.73,1668.64087685646
25,1382,1,1671.95,1668.83655424355
26,1382,2,1672.38,1669.02682868783
27,1382,3,1671.79,1669.21058961054
28,1382,4,1671.45,1669.3867264329
29,1382,5,1662.22,1669.55412857615
30,1382,6,1663.6,1669.71168546153
31,1382,7,1668.79,1669.85828651028
32,1382,8,1668.9,1669.99282114363
33,1382,9,1671.78,1670.11445823067
34,1382,10,1671.83,1670.22348443195
35,1382,11,1671.96,1670.32046585587
36,1382,12,1672.04,1670.40596861084
37,1383,1,1672.39,1670.48055880525
38,1383,2,1672.9,1670.54480254752
39,1383,3,1671.85,1670.59926594604
40,1383,4,1671.3,1670.64451510921
41,1383,5,1670.9,1670.68111614545
42,1383,6,1659.3,1670.70963516315
43,1383,7,1659.15,1670.73063827072
44,1383,8,1671.5,1670.74469157655
45,1383,9,1672,1670.75236118906
46,1383,10,1672.5,1670.75421321665
47,1383,11,1672.6,1670.75081376771
48,1383,12,1672.73,1670.74272895066
49,1384,1,1672.82,1670.73052487389
50,1384,2,1672.88,1670.71476764581
51,1384,3,1670.8,1670.69602337483
52,1384,4,1670.3,1670.67485816933
53,1384,5,1670.5,1670.65183813774
54,1384,6,1671.3,1670.62752938845
55,1384,7,1670.6,1670.60249802986
56,1384,8,1671.7,1670.57731017038
57,1384,9,1671.9,1670.55253191841
58,1384,10,1672.6,1670.52872938236
59,1384,11,1672.7,1670.50646867062
60,1384,12,1672.7,1670.4863158916
61,1385,1,1672.6,1670.46883715371
62,1385,2,1670.6,1670.45459856535
63,1385,3,1669.9,1670.44416623491
64,1385,4,1669.77,1670.43810627081
65,1385,5,1668.8,1670.43684690451
66,1385,6,1664.85,1670.44026485977
67,1385,7,1664.65,1670.4480989834
68,1385,8,1664.88,1670.46008812222
69,1385,9,1672.1,1670.47597112306
70,1385,10,1672.38,1670.49548683274
71,1385,11,1672.49,1670.51837409806
72,1385,12,1672.76,1670.54437176586
73,1386,1,1672.7,1670.57321868294
74,1386,2,1672.85,1670.60465369614
75,1386,3,1671.6,1670.63841565227
76,1386,4,1669.6,1670.67424339814
77,1386,5,1669.28,1670.71187578058
78,1386,6,1669.4,1670.75105164641
79,1386,7,1669.3,1670.79150984244
80,1386,8,1670.22,1670.8329892155
81,1386,9,1671.64,1670.87522861241
82,1386,10,1672.35,1670.91796687997
83,1386,11,1672.8,1670.96094286503
84,1386,12,1672.85,1671.00389541438
85,1387,1,1671.85,1671.04656337486
86,1387,2,1672,1671.08868559327
87,1387,3,1670.1,1671.13000091645
88,1387,4,1669.63,1671.17024819121
89,1387,5,1669.48,1671.20916626437
90,1387,6,1669.4,1671.24649398274
91,1387,7,1670.6,1671.28197019315
92,1387,8,1670.95,1671.31533374242
93,1387,9,1671.65,1671.34632347737
94,1387,10,1671.83,1671.37467824481
95,1387,11,1672.2,1671.40013689156
96,1387,12,1672.35,1671.42243826445
97,1388,1,1672.22,1671.44135251563
98,1388,2,1671.9,1671.45677501856
99,1388,3,1671.5,1671.46863245207
100,1388,4,1671.3,1671.47685149496
101,1388,5,1671.06,1671.48135882603
102,1388,6,1670.6,1671.48208112411
103,1388,7,1670,1671.47894506799
104,1388,8,1670.6,1671.47187733649
105,1388,9,1671.41,1671.46080460841
106,1388,10,1671.65,1671.44565356256
107,1388,11,1672.01,1671.42635087776
108,1388,12,1672.1,1671.40282323281
109,1389,1,1672.13,1671.37499730652
110,1389,2,1672.2,1671.34279977769
111,1389,3,1671.52,1671.30615732515
112,1389,4,1670.9,1671.26499662769
113,1389,5,1670.6,1671.21924436413
