"V1","V2","V3","V4","V5"
1,1380,1,1798.76,1800.19035440699
2,1380,2,1798.34,1799.84907670907
3,1380,3,1798.7,1799.52978842365
4,1380,4,1798.74,1799.23174087306
5,1380,5,1797.96,1798.95418537966
6,1380,6,1798.33,1798.69637326577
7,1380,7,1798.24,1798.45755585374
8,1380,8,1798.21,1798.2369844659
9,1380,9,1799.89,1798.03391042459
10,1380,10,1800.86,1797.84758505216
11,1380,11,1802.36,1797.67725967094
12,1380,12,1801.91,1797.52218560327
13,1381,1,1802.56,1797.38161417149
14,1381,2,1797.31,1797.25479669793
15,1381,3,1797.1,1797.14098450495
16,1381,4,1796.45,1797.03942891487
17,1381,5,1796.24,1796.94938125003
18,1381,6,1795.68,1796.87009283278
19,1381,7,1794.83,1796.80081498545
20,1381,8,1794.67,1796.74079903038
21,1381,9,1793.92,1796.68929628991
22,1381,10,1794.3,1796.64555808639
23,1381,11,1794.69,1796.60883574214
24,1381,12,1795.43,1796.5783805795
25,1382,1,1795.77,1796.55344392083
26,1382,2,1795.85,1796.53327708844
27,1382,3,1795.7,1796.5171314047
28,1382,4,1796.01,1796.50425819192
29,1382,5,1795.36,1796.49390877246
30,1382,6,1794.58,1796.48533446864
31,1382,7,1794.7,1796.47778660282
32,1382,8,1795.53,1796.47051649733
33,1382,9,1795.8,1796.46286993844
34,1382,10,1796.35,1796.45457056821
35,1382,11,1797,1796.44543649261
36,1382,12,1797.34,1796.43528581765
37,1383,1,1797.2,1796.4239366493
38,1383,2,1797.22,1796.41120709356
39,1383,3,1797.43,1796.39691525641
40,1383,4,1797.2,1796.38087924383
41,1383,5,1797.04,1796.36291716182
42,1383,6,1796.95,1796.34284711636
43,1383,7,1796.85,1796.32048721343
44,1383,8,1796.85,1796.29565555903
45,1383,9,1796.98,1796.26817025915
46,1383,10,1797.12,1796.23784941977
47,1383,11,1797.13,1796.20451114687
48,1383,12,1797.1,1796.16797354644
49,1384,1,1797.12,1796.12805472448
50,1384,2,1797.15,1796.08457278697
51,1384,3,1797.14,1796.03734583989
52,1384,4,1797,1795.98619198923
53,1384,5,1796.89,1795.93092934099
54,1384,6,1796.78,1795.87137600114
55,1384,7,1796.68,1795.80735007567
56,1384,8,1796.35,1795.73866967058
57,1384,9,1796.67,1795.66515289184
58,1384,10,1792.78,1795.58661784545
59,1384,11,1792.8,1795.50288263739
60,1384,12,1796.58,1795.41376537365
61,1385,1,1796.4,1795.31908416022
62,1385,2,1796.3,1795.21865710308
63,1385,3,1796.18,1795.11230230823
64,1385,4,1794.99983788164,1794.99983788164
65,1385,5,1795.53,1794.88117056916
66,1385,6,1794.17,1794.75656167608
67,1385,7,1793.54,1794.62636114752
68,1385,8,1793.1,1794.49091892861
69,1385,9,1792.9,1794.3505849645
70,1385,10,1796.75,1794.20570920032
71,1385,11,1796.67,1794.05664158119
72,1385,12,1792.24,1793.90373205227
73,1386,1,1792.48,1793.74733055867
74,1386,2,1792.62,1793.58778704553
