"V1","V2","V3","V4","V5"
1,1380,1,1304.97,1304.78530445141
2,1380,2,1305.16,1304.82849283216
3,1380,3,1305.11,1304.87064857432
4,1380,4,1305.26,1304.91177096829
5,1380,5,1304.93,1304.95185930451
6,1380,6,1304.69,1304.9909128734
7,1380,7,1304.55,1305.02893096537
8,1380,8,1304.62,1305.06591287085
9,1380,9,1304.76,1305.10185788027
10,1380,10,1304.65,1305.13676528404
11,1380,11,1304.52,1305.17063437259
12,1380,12,1304.74,1305.20346443634
13,1381,1,1305.68,1305.23525476572
14,1381,2,1305.83,1305.26600465113
15,1381,3,1305.87,1305.29571338302
16,1381,4,1305.57,1305.32438025179
17,1381,5,1305.44,1305.35200454788
18,1381,6,1305.36,1305.3785855617
19,1381,7,1305.23,1305.40412258367
20,1381,8,1305.32,1305.42861490423
21,1381,9,1305.69,1305.45206181378
22,1381,10,1305.55,1305.47446260276
23,1381,11,1305.4,1305.49581656158
24,1381,12,1305.58,1305.51612298067
25,1382,1,1305.87,1305.53538115046
26,1382,2,1306.13,1305.55359036135
27,1382,3,1306.07,1305.57074990378
28,1382,4,1305.74,1305.58685906816
29,1382,5,1305.6,1305.60191714493
30,1382,6,1305.42,1305.61592342449
31,1382,7,1305.24,1305.62887719728
32,1382,8,1305.5,1305.64077775372
33,1382,9,1305.57,1305.65162891113
34,1382,10,1305.49,1305.66145259447
35,1382,11,1305.41,1305.6702752556
36,1382,12,1305.22,1305.67812334638
37,1383,1,1305.55,1305.68502331867
38,1383,2,1306.27,1305.69100162433
39,1383,3,1306.02,1305.69608471521
40,1383,4,1305.98,1305.70029904319
41,1383,5,1305.65,1305.70367106012
42,1383,6,1305.47,1305.70622721786
43,1383,7,1305.70799396827,1305.70799396827
44,1383,8,1305.46,1305.70899776322
45,1383,9,1305.64,1305.70926505455
46,1383,10,1305.48,1305.70882229414
47,1383,11,1305.6,1305.70769593384
48,1383,12,1305.41,1305.70591242551
49,1384,1,1305.82,1305.70349822101
50,1384,2,1306.22,1305.70047977221
51,1384,3,1306.08,1305.69688353096
52,1384,4,1305.64,1305.69273594912
53,1384,5,1305.46,1305.68806347856
54,1384,6,1305.36,1305.68289257113
55,1384,7,1305.37,1305.6772496787
56,1384,8,1305.58,1305.67116125312
57,1384,9,1305.54,1305.66465374625
58,1384,10,1305.42,1305.65775360996
59,1384,11,1305.45,1305.65048729611
60,1384,12,1305.85,1305.64288125655
61,1385,1,1305.8,1305.63496194315
62,1385,2,1306.17,1305.62675580776
63,1385,3,1306.06,1305.61828930225
64,1385,4,1305.6,1305.60958887848
65,1385,5,1305.35,1305.6006811599
