"V1","V2","V3","V4","V5"
1,1380,1,1343.35,1343.89242504647
2,1380,2,1344.08,1343.86529844142
3,1380,3,1343.58,1343.837309856
4,1380,4,1343.75,1343.80859463319
5,1380,5,1343.56,1343.779288116
6,1380,6,1343.8,1343.74952564741
7,1380,7,1343.76,1343.71944257043
8,1380,8,1343.86,1343.68917422804
9,1380,9,1344.64,1343.65885596324
10,1380,10,1343.96,1343.62862311903
11,1380,11,1344.04,1343.59861103839
12,1380,12,1343.94,1343.56895506433
13,1381,1,1343.99,1343.53979053984
14,1381,2,1343.14,1343.51125280792
15,1381,3,1343.24,1343.48347721155
16,1381,4,1343.29,1343.45659909374
17,1381,5,1343.25,1343.43075379747
18,1381,6,1343.2,1343.40607666575
19,1381,7,1343.15,1343.38270304156
20,1381,8,1343.14,1343.36076826791
21,1381,9,1343.07,1343.34040768778
22,1381,10,1343.07,1343.32175664417
23,1381,11,1342.89,1343.30495048008
24,1381,12,1343.02,1343.2901245385
25,1382,1,1343.03,1343.27741416243
26,1382,2,1343.19,1343.26695469485
27,1382,3,1343.32,1343.25888147877
28,1382,4,1343.31,1343.25332985718
29,1382,5,1343.33,1343.25043517308
30,1382,6,1343.31,1343.25033276945
31,1382,7,1343.33,1343.25315798929
32,1382,8,1343.33,1343.2590461756
33,1382,9,1343.34,1343.26807999653
34,1382,10,1343.35,1343.28013142087
35,1382,11,1343.35,1343.29501974256
36,1382,12,1343.35,1343.31256425555
37,1383,1,1343.35,1343.33258425378
38,1383,2,1343.35,1343.35489903119
39,1383,3,1343.54,1343.37932788174
40,1383,4,1343.63,1343.40569009936
41,1383,5,1343.68,1343.43380497799
42,1383,6,1343.7,1343.46349181159
43,1383,7,1343.7,1343.4945698941
44,1383,8,1343.66,1343.52685851947
45,1383,9,1343.65,1343.56017698163
46,1383,10,1343.61,1343.59434457453
47,1383,11,1343.6,1343.62918059212
48,1383,12,1343.6,1343.66450432835
49,1384,1,1343.6,1343.70013507715
50,1384,2,1343.65,1343.73589213246
51,1384,3,1343.85,1343.77159478825
52,1384,4,1343.94,1343.80706233845
53,1384,5,1343.95,1343.842114077
54,1384,6,1343.95,1343.87656929785
55,1384,7,1343.95,1343.91024729494
56,1384,8,1343.92,1343.94296736222
57,1384,9,1343.9,1343.97454879364
58,1384,10,1343.98,1344.00481088313
59,1384,11,1343.95,1344.03357292465
60,1384,12,1343.9,1344.06065421213
61,1385,1,1343.88,1344.08587403952
62,1385,2,1343.95,1344.10905170078
63,1385,3,1344.02,1344.13000648983
64,1385,4,1344.02,1344.14855770063
65,1385,5,1344.01,1344.164571377
66,1385,6,1343.99,1344.17810056231
67,1385,7,1343.98,1344.1892450498
68,1385,8,1344.01,1344.19810463272
69,1385,9,1344,1344.20477910431
70,1385,10,1343.89,1344.20936825783
71,1385,11,1343.83,1344.21197188651
72,1385,12,1343.88,1344.21268978361
73,1386,1,1343.88,1344.21162174237
74,1386,2,1344.3,1344.20886755603
75,1386,3,1344.43,1344.20452701785
76,1386,4,1344.48,1344.19869992106
77,1386,5,1344.53,1344.19148605892
78,1386,6,1344.57,1344.18298522468
79,1386,7,1344.53,1344.17329721157
80,1386,8,1344.57,1344.16252181284
81,1386,9,1343.45,1344.15075882174
82,1386,10,1343.86,1344.13810803152
83,1386,11,1344.45,1344.12466923542
84,1386,12,1344.43,1344.11054222669
85,1387,1,1344.4,1344.09582679858
86,1387,2,1344.39,1344.08062274432
87,1387,3,1344.34,1344.06502985718
88,1387,4,1344.35,1344.04914793038
89,1387,5,1344.3,1344.03307675719
90,1387,6,1344.22,1344.01691613084
91,1387,7,1344.2,1344.00076584459
92,1387,8,1344.3,1343.98472569167
93,1387,9,1344.07,1343.96889546534
94,1387,10,1344,1343.95337495884
95,1387,11,1343.95,1343.93826396541
96,1387,12,1344,1343.92366227831
97,1388,1,1344.05,1343.90965304776
98,1388,2,1344.02,1343.89625285186
99,1388,3,1343.97,1343.88346162572
100,1388,4,1343.9,1343.87127930442
101,1388,5,1343.85,1343.85970582305
102,1388,6,1343.79,1343.84874111672
103,1388,7,1343.48,1343.8383851205
104,1388,8,1343.63,1343.82863776949
105,1388,9,1343.53,1343.81949899878
106,1388,10,1343.49,1343.81096874347
107,1388,11,1343.4,1343.80304693864
108,1388,12,1343.35,1343.79573351939
109,1389,1,1343.34,1343.7890284208
110,1389,2,1344.42,1343.78293157797
111,1389,3,1343.94,1343.777442926
112,1389,4,1343.65,1343.77256239996
113,1389,5,1343.63,1343.76828993496
114,1389,6,1343.5,1343.76462546608
115,1389,7,1343.59,1343.76156892842
116,1389,8,1343.55,1343.75912025707
117,1389,9,1343.5,1343.75727938711
118,1389,10,1343.53,1343.75604625365
119,1389,11,1343.5,1343.75542079177
120,1389,12,1343.43,1343.75540293656
121,1390,1,1343.47,1343.75599262312
122,1390,2,1343.64,1343.75718978653
123,1390,3,1343.8,1343.7589943619
124,1390,4,1343.75,1343.7614062843
125,1390,5,1343.63,1343.76442548883
126,1390,6,1343.52,1343.76805191059
127,1390,7,1343.5,1343.77228548465
128,1390,8,1343.45,1343.77712614613
129,1390,9,1343.71,1343.78256010025
130,1390,10,1343.88,1343.78851863284
131,1390,11,1343.87,1343.79491929989
132,1390,12,1343.95,1343.80167965737
133,1391,1,1344.33,1343.80871726126
134,1391,2,1344.45,1343.81594966754
135,1391,3,1344.43,1343.82329443219
136,1391,4,1344.42,1343.83066911118
137,1391,5,1344.37,1343.8379912605
138,1391,6,1344.3,1343.84517843612
139,1391,7,1344.21,1343.85214819402
140,1391,8,1344.15,1343.85881809018
141,1391,9,1344.15,1343.86510568058
142,1391,10,1344.13,1343.8709285212
143,1391,11,1344.04,1343.876204168
144,1391,12,1344.06,1343.88085017699
145,1392,1,1344.01,1343.88478410412
146,1392,2,1343.88792350538,1343.88792350538
147,1392,3,1343.97,1343.89018593675
148,1392,4,1343.94,1343.89148895421
149,1392,5,1343.84,1343.89175011373
150,1392,6,1343.77,1343.8908869713
151,1392,7,1343.71,1343.88881708289
152,1392,8,1343.64,1343.88545800448
153,1392,9,1343.53,1343.88072729204
154,1392,10,1343.52,1343.87454250157
155,1392,11,1343,1343.86682118902
156,1392,12,1343.3,1343.8574809104
157,1393,1,1343.8,1343.84643922166
158,1393,2,1343.99,1343.8336136788
159,1393,3,1343.96,1343.81892183778
160,1393,4,1343.6,1343.80228125459
161,1393,5,1343.56,1343.78369160236
162,1393,6,1343.5,1343.76348102279
163,1393,7,1343.47,1343.74205977474
164,1393,8,1343.34,1343.71983811706
165,1393,9,1343.35,1343.69722630862
166,1393,10,1343.8,1343.67463460828
167,1393,11,1343.91,1343.65247327489
168,1393,12,1343.75,1343.63115256731
169,1394,1,1343.82,1343.61108274439
170,1394,2,1343.91,1343.592674065
171,1394,3,1344.03,1343.57633678799
172,1394,4,1343.86,1343.56248117222
173,1394,5,1343.76,1343.55151747654
174,1394,6,1343.39,1343.54385595982
175,1394,7,1343.6,1343.53990688091
176,1394,8,1343.52,1343.54008049867
177,1394,9,1343.79,1343.54478707196
178,1394,10,1343.89,1343.55443685963
179,1394,11,1343.95,1343.56944012055
180,1394,12,1344,1343.59020711356
181,1395,1,1343.71,1343.61714809754
182,1395,2,1343.64,1343.65067333133
183,1395,3,1343.6,1343.69119307379
184,1395,4,1343.4,1343.73911758378
185,1395,5,1343.34,1343.79485712016
186,1395,6,1343.3,1343.85882194178
187,1395,7,1343.21,1343.93142230751
188,1395,8,1343.24,1344.01306847619
189,1395,9,1343.95,1344.1041707067
190,1395,10,1344.4,1344.20513925788
191,1395,11,1344.55,1344.31638438859
192,1395,12,1344.88,1344.4383163577
