"V1","V2","V3","V4","V5"
1,1380,1,1758.59,1756.46851097587
2,1380,2,1759.57,1756.69420647555
3,1380,3,1756.17,1756.92343802124
4,1380,4,1754.7,1757.15562630977
5,1380,5,1753.91,1757.390192038
6,1380,6,1754.11,1757.62655590274
7,1380,7,1758.59,1757.86413860084
8,1380,8,1758.28,1758.10236082915
9,1380,9,1759.89,1758.34064328449
10,1380,10,1760.69,1758.57840666371
11,1380,11,1760.78,1758.81507166364
12,1380,12,1759.76,1759.05005898112
13,1381,1,1760.18,1759.28278931299
14,1381,2,1757.54,1759.51268335608
15,1381,3,1760.48,1759.73916180725
16,1381,4,1760.43,1759.96164536331
17,1381,5,1758.99,1760.17955472112
18,1381,6,1757.1,1760.3923105775
19,1381,7,1758.87,1760.5993336293
20,1381,8,1760.21,1760.80004457336
21,1381,9,1760.29,1760.99386410651
22,1381,10,1760.76,1761.1802129256
23,1381,11,1761.76,1761.35851172745
24,1381,12,1762.16,1761.52818120891
25,1382,1,1762.49,1761.68864206681
26,1382,2,1764.41,1761.839314998
27,1382,3,1764.37,1761.97962069931
28,1382,4,1762.62,1762.10897986757
29,1382,5,1762.08,1762.22681319964
30,1382,6,1759.27,1762.33254139234
31,1382,7,1762.67,1762.42558514252
32,1382,8,1763.23,1762.505365147
33,1382,9,1764.34,1762.57146938778
34,1382,10,1764.48,1762.62415498743
35,1382,11,1763.76,1762.66384635365
36,1382,12,1763.94,1762.69096789416
37,1383,1,1763.45,1762.70594401669
38,1383,2,1763.65,1762.70919912893
39,1383,3,1764.8,1762.70115763861
40,1383,4,1764.03,1762.68224395344
41,1383,5,1760.67,1762.65288248113
42,1383,6,1759.85,1762.61349762941
43,1383,7,1761.27,1762.56451380597
44,1383,8,1761.82,1762.50635541855
45,1383,9,1761.7,1762.43944687485
46,1383,10,1762.23,1762.36421258258
47,1383,11,1762.5,1762.28107694946
48,1383,12,1762.22,1762.19046438322
49,1384,1,1761.67,1762.09279929155
50,1384,2,1762.9,1761.98850608217
51,1384,3,1764.83,1761.8780091628
52,1384,4,1760.88,1761.76173294116
53,1384,5,1757.89,1761.64010182495
54,1384,6,1757.08,1761.5135402219
55,1384,7,1759.5,1761.38247253971
56,1384,8,1761.02,1761.24732318611
57,1384,9,1760.14,1761.10851656879
58,1384,10,1759.9,1760.96647709549
59,1384,11,1759.55,1760.82162917391
60,1384,12,1760.35,1760.67439721178
61,1385,1,1759.85,1760.52520561679
62,1385,2,1761.87,1760.37447879667
63,1385,3,1761.84,1760.22264115913
64,1385,4,1760.82,1760.07011711189
65,1385,5,1760.02,1759.91727397189
66,1385,6,1756.53,1759.76425069303
67,1385,7,1758.16,1759.61112913843
68,1385,8,1759.83,1759.45799117122
69,1385,9,1759.98,1759.30491865453
70,1385,10,1759.15199345147,1759.15199345147
71,1385,11,1760.55,1758.99929742517
72,1385,12,1759.3,1758.84691243877
73,1386,1,1759.15,1758.69492035538
74,1386,2,1761,1758.54340303813
75,1386,3,1762.35,1758.39244235015
76,1386,4,1759.6,1758.24212015456
77,1386,5,1757.61,1758.0925183145
78,1386,6,1757.48,1757.94371869307
79,1386,7,1757.9,1757.79580315341
80,1386,8,1759.02,1757.64885355865
81,1386,9,1760,1757.50295177191
82,1386,10,1755.85,1757.35817965632
83,1386,11,1760.28,1757.214619075
84,1386,12,1759.75,1757.07235189108
85,1387,1,1759.58,1756.93145996768
86,1387,2,1758.85,1756.79202516793
87,1387,3,1755.57,1756.65412935495
88,1387,4,1755.05,1756.51785439188
89,1387,5,1753.68,1756.38328214183
90,1387,6,1753.04,1756.25049446794
91,1387,7,1753.94,1756.11957323332
92,1387,8,1755.38,1755.9906003011
93,1387,9,1756.2,1755.86365753441
94,1387,10,1755.85,1755.73882679638
95,1387,11,1755.88,1755.61618995013
96,1387,12,1755.58,1755.49582885878
97,1388,1,1756.02,1755.37779877755
98,1388,2,1757.24,1755.26204852999
99,1388,3,1759,1755.14850033173
100,1388,4,1756.88,1755.03707639841
101,1388,5,1754.83,1754.92769894566
102,1388,6,1753.57,1754.82029018912
103,1388,7,1754.68,1754.71477234443
104,1388,8,1754.98,1754.61106762722
105,1388,9,1754.97,1754.50909825313
106,1388,10,1754.58,1754.40878643778
107,1388,11,1754.11,1754.31005439683
108,1388,12,1753.51,1754.2128243459
109,1389,1,1753.34,1754.11701850062
110,1389,2,1753.98,1754.02255907665
111,1389,3,1754.77,1753.9293682896
112,1389,4,1752.62,1753.83736835512
113,1389,5,1751.1,1753.74648148884
114,1389,6,1750.58,1753.6566299064
115,1389,7,1751.8,1753.56773582343
116,1389,8,1748.78,1753.47972145557
117,1389,9,1753.13,1753.39250901845
118,1389,10,1753.48,1753.30602072772
119,1389,11,1753.78,1753.220178799
120,1389,12,1754.12,1753.13490544793
121,1390,1,1754.1,1753.05012289015
122,1390,2,1754.32,1752.96575334129
123,1390,3,1756.25,1752.88171901699
124,1390,4,1752.72,1752.79794213288
125,1390,5,1751.41,1752.7143449046
126,1390,6,1750.07,1752.63084954779
127,1390,7,1752.22,1752.54737827807
128,1390,8,1752.33,1752.4638533111
129,1390,9,1753.17,1752.38023376462
130,1390,10,1753.57,1752.29662636487
131,1390,11,1753.64,1752.21317474021
132,1390,12,1753.08,1752.13002251902
133,1391,1,1752.52,1752.04731332964
134,1391,2,1752.74,1751.96519080044
135,1391,3,1754.7,1751.88379855978
136,1391,4,1752.67,1751.80328023603
137,1391,5,1753,1751.72377945754
138,1391,6,1750.88,1751.64543985268
