"V1","V2","V3","V4","V5"
1,1380,1,1287.62,1285.08945259738
2,1380,2,1286.98,1285.40900558349
3,1380,3,1286.64,1285.69999021292
4,1380,4,1286.04,1285.96363276413
5,1380,5,1285.83,1286.20115951561
6,1380,6,1285.57,1286.41379674582
7,1380,7,1285.07,1286.60277073325
8,1380,8,1284.6,1286.76930775637
9,1380,9,1284.4,1286.91463409365
10,1380,10,1284.22,1287.03997602357
11,1380,11,1284.34,1287.14655982461
12,1380,12,1286.43,1287.23561177525
13,1381,1,1288.03,1287.30835815394
14,1381,2,1288.77,1287.36602523918
15,1381,3,1288.74,1287.40983930944
16,1381,4,1288.87,1287.4410266432
17,1381,5,1288.51,1287.46081351892
18,1381,6,1288,1287.47042621509
19,1381,7,1287.57,1287.47109101018
20,1381,8,1286.67,1287.46403418266
21,1381,9,1285.7,1287.45048201102
22,1381,10,1285.34,1287.43166077372
23,1381,11,1286.36,1287.40879674925
24,1381,12,1288.14,1287.38311621608
25,1382,1,1289.35,1287.35584545268
26,1382,2,1289.78,1287.32821073753
27,1382,3,1293.2,1287.3014383491
28,1382,4,1289.97,1287.27675456588
29,1382,5,1288.39,1287.25538566633
30,1382,6,1287.94,1287.23855792893
31,1382,7,1287.63,1287.22749763216
32,1382,8,1286.94,1287.22343105449
33,1382,9,1286.51,1287.22727674404
34,1382,10,1286.2,1287.23872232746
35,1382,11,1286.59,1287.25714770102
36,1382,12,1287.16,1287.28193276104
37,1383,1,1287.58,1287.31245740378
38,1383,2,1287.75,1287.34810152554
39,1383,3,1288.41,1287.3882450226
40,1383,4,1288.44,1287.43226779126
41,1383,5,1288.08,1287.4795497278
42,1383,6,1287.72,1287.52947072852
43,1383,7,1287.24,1287.58141068969
44,1383,8,1286.92,1287.6347495076
45,1383,9,1286.58,1287.68886707855
46,1383,10,1286.34,1287.74314329882
47,1383,11,1286.06,1287.7969580647
48,1383,12,1285.83,1287.84969127248
49,1384,1,1286.47,1287.90072281845
50,1384,2,1287.31,1287.94943259889
51,1384,3,1288.1,1287.99520051009
52,1384,4,1288.24,1288.03740644834
53,1384,5,1288.17,1288.07543030992
54,1384,6,1288.12,1288.10865199113
55,1384,7,1287.89,1288.13645138826
56,1384,8,1287.02,1288.15820839759
57,1384,9,1286.58,1288.1733029154
58,1384,10,1286.84,1288.181114838
59,1384,11,1286.64,1288.18102406165
60,1384,12,1286.62,1288.17241048266
61,1385,1,1286.47,1288.15465399732
62,1385,2,1287.46,1288.1271345019
63,1385,3,1288.02,1288.0892318927
64,1385,4,1288.11,1288.040326066
65,1385,5,1288,1287.98005699959
66,1385,6,1287.76,1287.90910499723
67,1385,7,1287.51,1287.82841044417
68,1385,8,1287.19,1287.73891372567
69,1385,9,1286.97,1287.64155522698
70,1385,10,1286.45,1287.53727533336
71,1385,11,1286.46,1287.42701443006
72,1385,12,1286.62,1287.31171290234
73,1386,1,1286.74,1287.19231113546
74,1386,2,1287.29,1287.06974951466
75,1386,3,1292.71,1286.94496842521
76,1386,4,1291.42,1286.81890825236
77,1386,5,1290.29,1286.69250938136
78,1386,6,1289.39,1286.56671219747
79,1386,7,1288.86,1286.44245708595
80,1386,8,1288.16,1286.32068443204
81,1386,9,1286.94,1286.20233462101
82,1386,10,1286.44,1286.08834803811
83,1386,11,1286.9,1285.97966506859
84,1386,12,1286.76,1285.87722609771
85,1387,1,1286.67,1285.78197151073
86,1387,2,1286.62,1285.6948416929
87,1387,3,1286.09,1285.61677702947
88,1387,4,1285.44,1285.5487179057
89,1387,5,1285.32,1285.49160470685
90,1387,6,1284.94,1285.44637781817
91,1387,7,1284.7,1285.41397762492
92,1387,8,1284.64,1285.39534451234
93,1387,9,1284.61,1285.3914188657
94,1387,10,1284.74,1285.40314107025
95,1387,11,1284.87,1285.43145151125
96,1387,12,1285.01,1285.47729057395
97,1388,1,1285.06,1285.54124036258
98,1388,2,1285.26,1285.62244985726
99,1388,3,1285.24,1285.71970975708
100,1388,4,1285.24,1285.83181076116
101,1388,5,1285.24,1285.95754356856
102,1388,6,1285.13,1286.09569887841
103,1388,7,1284.84,1286.24506738978
104,1388,8,1284.79,1286.40443980179
105,1388,9,1284.89,1286.57260681351
106,1388,10,1284.68,1286.74835912405
107,1388,11,1284.7,1286.93048743251
108,1388,12,1285.01,1287.11778243797
109,1389,1,1285.07,1287.30903483954
110,1389,2,1285.6,1287.50303533631
111,1389,3,1292.94,1287.69857462737
112,1389,4,1291.62,1287.89444341183
113,1389,5,1290.99,1288.08943238877
114,1389,6,1289.87,1288.2823322573
115,1389,7,1289.19,1288.47193371651
116,1389,8,1288.51,1288.65702746549
117,1389,9,1288.1,1288.83640420334
118,1389,10,1287.66,1289.00885462916
119,1389,11,1287.29,1289.17316944204
120,1389,12,1287.11,1289.32813934108
121,1390,1,1286.92,1289.47255502537
122,1390,2,1286.96,1289.60520719402
123,1390,3,1293.12,1289.7248865461
124,1390,4,1292.19,1289.83038378073
125,1390,5,1291.35,1289.92048959699
126,1390,6,1290.59,1289.99399469399
127,1390,7,1289.96,1290.04968977081
128,1390,8,1289.48,1290.08636552656
129,1390,9,1288.98,1290.10315982787
130,1390,10,1288.64,1290.10059921157
131,1390,11,1288.37,1290.07955738205
132,1390,12,1288.14,1290.04090804366
133,1391,1,1287.94,1289.98552490079
134,1391,2,1293.04,1289.91428165782
135,1391,3,1293.42,1289.8280520191
136,1391,4,1292.59,1289.72770968903
137,1391,5,1291.81,1289.61412837197
138,1391,6,1291.81,1289.4881817723
139,1391,7,1290.34,1289.35074359439
140,1391,8,1289.89,1289.20268754261
