"V1","V2","V3","V4","V5"
165,1393,9,1385.42,1384.94082270021
166,1393,10,1385.38,1384.94705981344
167,1393,11,1385.41,1384.95462407814
168,1393,12,1385.31,1384.96338267514
169,1394,1,1385.21,1384.97320278526
170,1394,2,1385.31,1384.98395158932
171,1394,3,1385.33,1384.99549626814
172,1394,4,1385.2,1385.00770400253
173,1394,5,1384.94,1385.02044197333
174,1394,6,1384.88,1385.03357736135
175,1394,7,1383.91,1385.0469773474
176,1394,8,1384.02,1385.06050911232
177,1394,9,1385.27,1385.07403983692
178,1394,10,1385.34,1385.08743670202
179,1394,11,1385.38,1385.10056688843
180,1394,12,1385.23,1385.11329757699
181,1395,1,1385.26,1385.12549594851
182,1395,2,1385.25,1385.13702918382
183,1395,3,1385.23,1385.14776446372
184,1395,4,1385.16,1385.15756896904
185,1395,5,1385.02,1385.16630988061
186,1395,6,1384.48,1385.17385437924
187,1395,7,1384.32,1385.18006964575
188,1395,8,1384.93,1385.18482286097
189,1395,9,1385.15,1385.1879812057
190,1395,10,1385.35,1385.18941186078
191,1395,11,1385.42,1385.18898200703
192,1395,12,1385.88,1385.18655882525
